cod_unico,direccion,institucion,establecimiento,files,clasificacion,correo,longitud,latitud,pagina
00006200,AVENIDA AV. JOSE PARDO N° 796 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD SANTA CRUZ DE MIRAFLORES,"""http://maps.google.es/?q=-12.1189648%20-77.0366847,INSASU20180911170645.jpg,INSASU20180911170625.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csmiraflores@dirislimacentro.gob.pe,-77.0366847,-12.1189648,http://dirislimacentro.gob.pe/
00006203,JIRÓN JR. HUANTA 927 JR. HUANTA 927 LIMA LIMA LIMA,PUBLICO,CENTRO ESPECIALIZADO DE REFERENCIA DE ITSS Y VIH/SIDA RAUL PATRUCCO PUIG,"""http://maps.google.es/?q=-12.0531204%20-77.0231298,INSASU20231215114746.jpg,INSASU20231215114756.jpg,INSASU20231215114805.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csraulpatrucco@dirislimacentro.gob.pe,-77.0231298,-12.0531204,
00020796,"JIRÓN JR. BENOZZO DI LESE DI SANDRO GOZZOLI NORTE 296, ESQUINA CON AV. DE LAS ARTES SUR DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA",PRIVADO,CENTRO DE EXCELENCIA EN REUMATOLOGÍA,"""http://maps.google.es/?q=-12.10175881%20-77.00632154,INSASU20191203092909.jpg,""",POLICLINICOS,krev76@gmail.com,-77.00632154,-12.10175881,http://www.reumatologiaperu.com
00013980,AVENIDA AV LAS ARTES NORTE 1014 OF 202 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,MAVIMEDIC,"""http://maps.google.es/?q=-12.08996%20-76.995882,INSASU20190524123333.jpg,""",POLICLINICOS,MMAVIMEDIC@YAHOO.ES,-76.995882,-12.08996,HTTP://WWW.MAVIMEDIC.COM
00014552,AVENIDA AV ALFREDO MENDIOLA 241 2DO PISO - URB INGENIERIA DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,MEDSALUD,"""http://maps.google.es/?q=-12.02939254%20-77.05809808,INSASU20191203120226.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,MEDSALUD_SST@YAHOO.ES,-77.05809808,-12.02939254,
00032315,AVENIDA LAS LOMAS NÚMERO 305 PISO 1 MANZANA P-5 LOTE 27 URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO LAS LOMAS,"""http://maps.google.es/?q=-12.0248327%20-76.9915574,INSASU20220417211020.jpg,""",POLICLINICOS,dr.kevinrojasg@gmail.com,-76.9915574,-12.0248327,
00005982,AVENIDA AV. 28 DE JULIO S/N CHOSICA S/N AV. 28 DE JULIO S/N CHOSICA LURIGANCHO LIMA LIMA,PUBLICO,CENTRO REFERENCIAL ESPECIALIZADO EN REHABILITACION Y TERAPIA FISICA DE CHOSICA,"""http://maps.google.es/?q=-11.9383224%20-76.6961291,INSASU20180817110800.jpg,INSASU20231102094847.jpg,INSASU20231102094855.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,rogerdante2010@hotmail.com,-76.6961291,-11.9383224,HTTP://www.dirislimaeste.gob.pe
00024122,JIRÓN REPÚBLICA DE LIBANO NÚMERO 101 URBANIZACIÓN LOS CEDROS DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,MEDILACEL CENTRO MEDICO ESPECIALIZADO,"""http://maps.google.es/?q=-12.08429674%20-76.97884954,INSASU20210629220258.jpg,""",CENTROS MEDICOS ESPECIALIZADOS,servimedical.salud@gmail.com,-76.97884954,-12.08429674,
00005615,JIRÓN ESQUINA JIRON EL PASO Y JIRON EL PARALELO S/N - AAHH JUAN PABLO II S/N ESQUINA JIRON EL PASO Y JIRON EL PARALELO S/N - AAHH JUAN PABLO II SAN JUAN DE LURIGANCHO LIMA LIMA,PUBLICO,CENTRO DE SALUD SU SANTIDAD JUAN PABLO II,"""http://maps.google.es/?q=-11.9448193%20-76.9905243,INSASU20191128113433.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csjuanpablo2@dirislimacentro.gob.pe,-76.9905243,-11.9448193,https://dirislimacentro.gob.pe/
00005813,CALLE CALLE 11 S/N - ASOCIACION DE  VIVIENDA RIO SANTA S/N CALLE 11 S/N - ASOCIACION DE  VIVIENDA RIO SANTA LOS OLIVOS LIMA LIMA,PUBLICO,CENTRO DE SALUD RIO SANTA,"""http://maps.google.es/?q=-11.94818503%20-77.0727773,INSASU20221005174853.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,PSRIOSANTA@HOTMAIL.COM,-77.0727773,-11.94818503,https://www.gob.pe/dirislimanorte
00005849,JIRÓN JR.LOS CHASQUIS CON YUPANQUIS (ANEXO AV. LOS AMAUTAS Nº 835) DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD ZARATE,"""http://maps.google.es/?q=-12.023286%20-76.994517,INSASU20181130132541.jpg,INSASU20181128142905.jpg,INSASU20181130132551.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cszarate@dirislimacentro.gob.pe,-76.994517,-12.023286,http://dirislimacentro.gob.pe
00005998,AVENIDA AV. BUENOS AIRES DE VILLA S/N. NÚMERO S/N DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO MATERNO INFANTIL BUENOS AIRES DE VILLA,"""http://maps.google.es/?q=-12.1887664%20-77.0048744,INSASU20180906091440.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,jolugeme@gmail.com,-77.0048744,-12.1887664,
00006107,AVENIDA AV. PROLONGACION GABRIEL TORRES S/N. PAMPLONA ALTA NUMERO S/N DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO MATERNO INFANTIL OLLANTAY,"""http://maps.google.es/?q=-12.1358082%20-76.9635479,INSASU20180905111914.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,jefe_cmi_ollantay@dirisls.pe,-76.9635479,-12.1358082,
00025226,AVENIDA JACARANDÁ NÚMERO S/N PISO 1 URBANIZACIÓN AAHH ENSENADA DISTRITO PUENTE PIEDRA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO RENATO CASTRO DE LA MATA,"""http://maps.google.es/?q=-11.93531354%20-77.09345572,INSASU20230812153147.jpeg,""",CENTROS MEDICOS ESPECIALIZADOS,csmcrenatocastro@gmail.com,-77.09345572,-11.93531354,HTTP://WWW.DIRISLIMANORTE.GOB.PE
00027057,CALLE 37 NÚMERO S/N DISTRITO ANCON PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO RIJCHARIY (DESPIERTA),"""http://maps.google.es/?q=-11.8142111%20-77.1336228,INSASU20230616163155.jpeg,INSASU20230616172139.jpeg,""",CENTROS MEDICOS ESPECIALIZADOS,CSMC.RIJCHARIY@DIRISLIMANORTE.GOB.PE,-77.1336228,-11.8142111,http://www.dirislimanorte.gob.pe
00027621,AVENIDA SANTA ROSA 900 AL COSTADO DEL ALBERGUE DE LOS ANCIANOS VILLA MARINA VILLA MARIA DEL TRIUNFO LIMA LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO  MONSEÑOR JOSE RAMON GURRUCHAGA,"""http://maps.google.es/?q=-12.161575%20-76.9382139,INSASU20221202163108.jpg,INSASU20221202163115.jpg,INSASU20221202163120.jpg,""",CENTROS MEDICOS ESPECIALIZADOS,cscmjrgurruchaga@gmail.com,-76.9382139,-12.161575,
00029266,JIRÓN GENERAL BUENDIA NUMERO 503 DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO CRL. SAN. WILELMO PEDRO ZORILLA HUAMAN,"""http://maps.google.es/?q=-12.15926994%20-77.0200131,INSASU20210301165243.jpeg,INSASU20210301165317.jpeg,""",CENTROS MEDICOS ESPECIALIZADOS,csmc.wilelmozorrilla@gmail.com,-77.0200131,-12.15926994,https://www.dirislimasur.gob.pe/
00029978,JIRÓN Jose Maria Pagador 137 Santa Luzmila COMAS LIMA LIMA,PUBLICO,Policlinico de Complejidad Creciente El Retablo - Comas,"""http://maps.google.es/?q=-11.95156344%20-77.05932385,INSASU20240813140824.jpeg,INSASU20240722122551.jpeg,""",POLICLINICOS,rocio.angulo@essalud.gob.pe,-77.05932385,-11.95156344,http://www.essalud.gob.pe
00030794,CALLE 14 DE NOVIEMBRE 326 HUACHO HUAURA LIMA,PUBLICO,CENTRO DE SALUD  MANZANARES,"""http://maps.google.es/?q=-11.1286261%20-77.6133144,INSASU20220105093104.jpg,INSASU20240212163405.jpg,INSASU20240212163409.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ulsis_csm@hotmail.com,-77.6133144,-11.1286261,
00035351,AVENIDA CARLOS IZAGUIRRE NÚMERO 1320 MANZANA C LOTE 04 URBANIZACIÓN LAS MARGARITAS DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,MUNAY KAWAY ( VIVIR EN ARMONIA ),"""http://maps.google.es/?q=-11.9814397%20-77.0969718,INSASU20240115095015.jpg,INSASU20240115095022.jpg,INSASU20240115095027.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csmc.munaykaway@dirislimanorte.gob.pe,-77.0969718,-11.9814397,https://www.gob.pe/dirislimanorte
00035352,CALLE 7 DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,KAWSAY ( VIDA ),"""http://maps.google.es/?q=-11.9775316%20-77.051748,INSASU20240111153912.jpg,INSASU20240111153922.jpg,INSASU20240111153926.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csmc.kawsay@dirislimanorte.gob.pe,-77.051748,-11.9775316,https://www.gob.pe/dirislimanorte
00035362,AVENIDA zaragosa O-4 22 PRO LOS OLIVOS LIMA LIMA,PUBLICO,QHALIKAY (SALUD ),"""http://maps.google.es/?q=-11.9430855%20-77.0745647,INSASU20240115142411.jpg,INSASU20240115142419.jpg,INSASU20240115142422.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csmc.qhalikay@dirislimanorte.gob.pe,-77.0745647,-11.9430855,
00037258,CALLE CALLE 10 MZ. 189 LT. 39. P.J. P.M.V. CONFRATERNIDAD AAHH SAN MARTIN 2 189 39 CONFRATERNIDAD ESPALDA PARQUE SAN MARTIN POR CALLE ICARO. LOS OLIVOS LIMA LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO SAN JOSE,"""http://maps.google.es/?q=-11.9613257%20-77.07922413,INSASU20250630173429.jpeg,INSASU20250630173434.jpeg,INSASU20250630173438.jpeg,""",CENTROS MEDICOS ESPECIALIZADOS,csmc.sanjose@dirislimanorte.gob.pe,-77.07922413,-11.9613257,
00037363,AVENIDA NICOLAS DE PIEROLA 1156 MANZANA M1 LOTE 15 PUEBLO JOVEN PRIMER HOGAR POLICIAL DISTRITO VILLA MARIA DEL TRIUNFO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO YUYAY WASI,"""""",CENTROS MEDICOS ESPECIALIZADOS,cmscyuyaywasi@gmail.com,,,
00037371,OTROS SECTOR 02 GRUPO 07 MANZANA J LOTE 05 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO LEON XIV,"""""",CENTROS MEDICOS ESPECIALIZADOS,JOSSELYNJ.C.23@GMAIL.COM,,,
00005701,CALLE CALLE FRANCISCO VIDAL  S/N -URB. 7 DE JUNIO S/N CALLE FRANCISCO VIDAL  S/N -URB. 7 DE JUNIO PARAMONGA BARRANCA LIMA,PUBLICO,"CENTRO DE SALUD PARAMONGA ""JOSÉ LUIS FLORES MALLQUI""","""http://maps.google.es/?q=-10.67996333%20-77.81635,Fotografia_5701_15858872_1463008477208.png,Fotografia_5701_15858872_1463008490758.png,Fotografia_5701_15858872_1463008519635.png,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,MICRORED_PARAMONGA@HOTMAIL.COM,-77.81635,-10.67996333,HTTP://WWW.HOSPITALBARRANCA.GOB.PE
00005935,CARRETERA LAS RETAMAS 300 - CARRETERA CENTRAL KM. 23 LAS RETAMAS 300 - CARRETERA CENTRAL KM. 23 CHACLACAYO LIMA LIMA,PUBLICO,CESAR LOPEZ SILVA,"""http://maps.google.es/?q=-11.97466304%20-76.76043017,INSASU20190129164715.jpg,INSASU20190129164718.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,REPSIDE@HOTMAIL.COM,-76.76043017,-11.97466304,http://www.dirislimaeste.gob.pe
00006092,CALLE CALLE 7 ESQ. CALLE 4 MZ F LT 11 AAHH PORTADA DE MANCHAY DISTRITO PACHACAMAC PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD PORTADA DE MANCHAY,"""http://maps.google.es/?q=-12.088974%20-76.8818267,INSASU20250214083523.jpeg,INSASU20250214083527.jpeg,INSASU20250214083529.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,portadademanchay1@gmail.com,-76.8818267,-12.088974,
00006128,AVENIDA AV. TAHUANTINSUYO MZ U S/N SECTOR 10 AA.HH. EDILBERTO RAMOS NUMERO S/N DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD EDILBERTO RAMOS,"""http://maps.google.es/?q=-12.209316%20-76.9351638,INSASU20251024105929.jpeg,INSASU20251024105932.jpeg,INSASU20251024105935.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,MARIKIARA_19@HOTMAIL.COM,-76.9351638,-12.209316,
00009148,AVENIDA AV. MARISCAL LA MAR 1390 URB. SANTA CRUZ NÚMERO 1390 URBANIZACIÓN SANTA CRUZ DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,POLICLINICO SANTA CRUZ,"""http://maps.google.es/?q=-12.109051%20-77.0498521,INSASU20211028131327.JPG,INSASU20211028131347.JPG,""",POLICLINICOS,NELLY.CASTRO@ESSALUD.GOB.PE,-77.0498521,-12.109051,HTTP://WWW.ESSALUD.GOB.PE
00015285,AVENIDA AREQUIPA 150 BARRANCA BARRANCA LIMA,PRIVADO,CENTRO MEDICO GOMEZ,"""http://maps.google.es/?q=-10.7531093%20-77.7611014,INSASU20190802162323.jpg,""",POLICLINICOS,JORGEAMORETTI72@GMAIL.COM,-77.7611014,-10.7531093,
00016357,"CALLE CALLE ""A""  MZ ""D"" LOTE 13 Y 14 - URB. PANAMERICANA DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA",PUBLICO,CENTRO DE ATENCION PRIMARIA III INDEPENDENCIA - RPA - ESSALUD,"""http://maps.google.es/?q=-11.9926724%20-77.0617451,INSASU20210910145658.jpeg,INSASU20210910145701.jpg,""",POLICLINICOS,luis.delaflor@essalud.gob.pe,-77.0617451,-11.9926724,HTTP://WWW.ESSALUD.GOB.PE
00021104,AVENIDA AV. SAN MARTÍN CDA. 5 S/N- URB. SANTA ISABEL S/N CARABAYLLO LIMA LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO CARABAYLLO,"""http://maps.google.es/?q=-11.90138924%20-77.03373058,INSASU20180620160339.jpg,INSASU20180620160347.jpg,INSASU20180620160354.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,ajeanrro@yahoo.es,-77.03373058,-11.90138924,http://dirislimanorte.gob.pe
00024374,CALLE SAN RODOLFO PISO 1 NUMERO 441 DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO NANCY REYES BAHAMONDE,"""http://maps.google.es/?q=-12.19191626%20-77.00966007,INSASU20231010123536.jpeg,INSASU20231010123538.jpeg,INSASU20231010123540.jpeg,""",CENTROS MEDICOS ESPECIALIZADOS,csmcnancyreyes@gmail.com,-77.00966007,-12.19191626,
00026282,OTROS SECTOR 6 GRUPO  5 MANZANA I LOTE 19 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO VILLA EL SALVADOR,"""http://maps.google.es/?q=-12.21787811%20-76.9492093,INSASU20230209180318.jpg,INSASU20230209180320.jpg,INSASU20230209180322.jpg,""",CENTROS MEDICOS ESPECIALIZADOS,vescsmc@gmail.com,-76.9492093,-12.21787811,
00027711,JIRÓN ANTONIO BAZO CDRA. 12 S/N CRUCE DE JIRÓN ANTONIO BAZO Y JIRÓN BÉLGICA LA VICTORIA LIMA LIMA,PUBLICO,Centro de Salud Mental Comunitario La Victoria,"""http://maps.google.es/?q=-12.071416%20-77.01337496,INSASU20231214103000.jpg,INSASU20231214103005.jpg,INSASU20231214103007.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csmclavictoria@dirislimacentro.gob.pe,-77.01337496,-12.071416,
00027883,JIRÓN Francisco Bolognesi NÚMERO 330 MANZANA C2 LOTE 14 DISTRITO VILLA MARIA DEL TRIUNFO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO IMAGEN MEDICA,"""http://maps.google.es/?q=-12.1417827%20-76.9379903,INSASU20190507103259.jpg,""",POLICLINICOS,juanvargasperu@hotmail.com,-76.9379903,-12.1417827,http://www.clinicaimagenmedica.es.tl
00028401,JIRÓN GERMAN AMEZAGA 375 Al lado de la clinica universitaria UNMSM LIMA LIMA LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO UNIVERSITARIO SAN MARCOS,"""http://maps.google.es/?q=-12.0556519%20-77.08246864,INSASU20231215152854.jpeg,INSASU20231215152900.jpeg,INSASU20231215152902.jpeg,""",CENTROS MEDICOS ESPECIALIZADOS,csmcusanmarcos@dirislimacentro.gob.pe,-77.08246864,-12.0556519,https://dirislimacentro.gob.pe/
00032240,AVENIDA LAS FLORES NÚMERO S/N PISO 1 DISTRITO SANTA MARIA PROVINCIA HUAURA DEPARTAMENTO LIMA,PRIVADO,SERVICIOS MEDICOS CLINICA MAD,"""http://maps.google.es/?q=-11.0940627%20-77.5853353,INSASU20221129111224.jpeg,INSASU20221129111413.jpeg,INSASU20221129111422.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,MEDICOSADOMICILIOSOS@GMAIL.COM,-77.5853353,-11.0940627,
00033826,OTROS SECTOR A  BRISAS DE SANTA ROSA 1RA ETAPA  MZ. M LTE. 01 DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO JOSEPH GERARD RUYS,"""http://maps.google.es/?q=-11.9640658%20-77.0801899,INSASU20230316125648.jpg,INSASU20230316125659.jpg,INSASU20230316133424.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csmc.jgr.smp@gmail.com,-77.0801899,-11.9640658,
00034038,OTROS ASOCIACION DE VIVIENDA TRADICIONES RICARDO PALMA  MZ G LTE 17 DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO RICARDO PALMA,"""http://maps.google.es/?q=-12.1851036%20-76.9615319,INSASU20231214075508.jpg,INSASU20231214075509.jpg,INSASU20231214075511.jpg,""",CENTROS MEDICOS ESPECIALIZADOS,csmcricardopalma@gmail.com,-76.9615319,-12.1851036,
00034455,AVENIDA 2 DE MAYO NUMERO 251 A PISO 1 DISTRITO HUACHO PROVINCIA HUAURA DEPARTAMENTO LIMA,PRIVADO,ELIGLA SALUD,"""http://maps.google.es/?q=-11.1276241%20-77.6128694,INSASU20240119131714.jpg,INSASU20240119131717.jpg,INSASU20240119131720.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,corporacioneligla@gmail.com,-77.6128694,-11.1276241,
00035252,OTROS LAS ORQUIDEAS MANZANA N1 LOTE 1 DE LA URBANIZACION SAN IGNACIO DE  MONTERRICO DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO SAN IGNACIO DE SURCO,"""""",CENTROS DE SALUD O CENTROS MEDICOS,csmcsanignaciodesurco@gmail.com,,,
00035717,AVENIDA AV LA PAZ 2008 1 SAN MIGUEL LIMA LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO EXCELENCIA SAN MIGUEL,"""http://maps.google.es/?q=-12.08178235%20-77.10132729,INSASU20240409094023.jpeg,INSASU20240409094030.jpeg,INSASU20240409094035.jpeg,""",CENTROS MEDICOS ESPECIALIZADOS,csmcsanmiguel@dirislimacentro.gob.pe,-77.10132729,-12.08178235,
00035803,CALLE JOSE T. GARCIA NUMERO 281 DISTRITO HUACHO PROVINCIA HUAURA DEPARTAMENTO LIMA,PRIVADO,"CENTRO MEDICO FAMILIAR ""ROLDAN""","""http://maps.google.es/?q=-11.1227218%20-77.6105679,INSASU20240614172737.jpg,INSASU20240614172741.jpg,INSASU20240614172745.jpg,""",CENTROS MEDICOS ESPECIALIZADOS,grusver75@hotmail.com,-77.6105679,-11.1227218,
00027244,OTROS ASENTAMIENTO HUMANO SOL NACIENTE L3 1 FRENTE A LA IEP 8190 CARABAYLLO LIMA LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO ASIRI (SONRISA),"""http://maps.google.es/?q=-11.88022536%20-76.99734605,INSASU20190909172417.jpg,""",CENTROS MEDICOS ESPECIALIZADOS,CSMC.ASIRI.JEFATURA@GMAIL.COM,-76.99734605,-11.88022536,HTTP://WWW.DIRIS.GOB.PE
00027622,OTROS SECTOR 2 GRUPO 6 MZ R LOTE 1 AL 4 DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO EL SOL DE VILLA,"""http://maps.google.es/?q=-12.2013211%20-76.9423404,INSASU20240823101239.jpg,INSASU20240823120951.jpeg,INSASU20240823120955.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,danielysidro@gmail.com,-76.9423404,-12.2013211,
00029480,AVENIDA BUENOS AIRES 77 ALTURA DE LA COMISARÍA DE PUENTE PIEDRA PUENTE PIEDRA LIMA LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO QISPIKAY,"""""",CENTROS MEDICOS ESPECIALIZADOS,csmc.qispikay@gmail.com,,,
00029806,AVENIDA 9 DE OCTUBRE NÚMERO 459 URBANIZACIÓN 3 COMPUERTAS DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,AUTOVIAS SEGURAS S.A.C.,"""http://maps.google.es/?q=-12.03569234%20-77.01308794,INSASU20240617100304.jpeg,INSASU20240617100310.jpeg,INSASU20240617100312.jpeg,""",POLICLINICOS,autoviasseguras@gmail.com,-77.01308794,-12.03569234,
00030843,"AVENIDA 26 DE NOVIEMBRE N 1516, LOTE 4, MANZANA 85,  P.J. NUEVA ESPERANZA, ZONA NUEVA ESPERANZA DISTRITO VILLA MARIA DEL TRIUNFO PROVINCIA LIMA DEPARTAMENTO LIMA",PRIVADO,CENTRO MEDICO MEDICAL HOPE,"""http://maps.google.es/?q=-12.1687055%20-76.9271853,INSASU20210620094350.jpg,INSASU20210618211916.jpg,INSASU20210620094406.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,drlaap@gmail.com,-76.9271853,-12.1687055,
00005780,AVENIDA AV. TUPAC AMARU S/N S/N AV. TUPAC AMARU S/N SAYAN HUAURA LIMA,PUBLICO,SAYAN,"""http://maps.google.es/?q=-11.13198166%20-77.19341667,Fotografia_5780_40714050_1461695434128.png,Fotografia_5780_40714050_1461695473465.png,Fotografia_5780_40714050_1461695509794.png,""",CENTROS DE SALUD O CENTROS MEDICOS,CENTRODESALUDSAYAN@HOTMAIL.COM,-77.19341667,-11.13198166,HTTP://WWW.HDHUACHO.GOB.PE
00005812,"JIRÓN JR. TURQUESAS S/N°, PARQUE 8, ASOCIACION DE VIVIENDA EL ROSARIO DEL NORTE S/N JR. TURQUESAS S/N°, PARQUE 8, ASOCIACION DE VIVIENDA EL ROSARIO DEL NORTE SAN MARTIN DE PORRES LIMA LIMA",PUBLICO,CENTRO DE SALUD SAN JUAN DE SALINAS,"""http://maps.google.es/?q=-11.9841531%20-77.0853237,INSASU20181108130624.jpg,INSASU20181108130632.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs.sanjuan.desalinas@gmail.com,-77.0853237,-11.9841531,http://www.dirislimanorte.gob.pe
00005985,JIRÓN JR. ALFONSO UGARTE Y SANCHEZ CERRO S/N NÚMERO S/N DISTRITO SURCO PROVINCIA HUAROCHIRI DEPARTAMENTO LIMA,PUBLICO,SAN GERONIMO DE SURCO,"""http://maps.google.es/?q=-11.88487356%20-76.44029406,Fotografia_5985_15735291_1460726188319.png,Fotografia_5985_15735291_1460726212264.png,Fotografia_5985_15735291_1460726235429.png,""",CENTROS DE SALUD O CENTROS MEDICOS,REDHUAROCHIRI@YAHOO.ES,-76.44029406,-11.88487356,HTTP://WWW.RSH.GOB.PE
00006106,AVENIDA VILLA SOLIDARIDAD O10 1 SECTOR VILLA SAN LUIS Y JOSÉ C. MARIÁTEGUI  VILLA SAN LUIS SAN JUAN DE MIRAFLORES LIMA LIMA,PUBLICO,CENTRO DE SALUD VILLA SAN LUIS,"""http://maps.google.es/?q=-12.1426786%20-76.9708795,INSASU20240821101815.jpeg,INSASU20231201104204.jpeg,INSASU20240821101819.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,judithenciso264@hotmail.com,-76.9708795,-12.1426786,
00027247,"AVENIDA NARANJAL 1379 A UNA CUADRA DE LA AVENIDA UNIVERSITARIA, CUADRA 49 LOS OLIVOS LIMA LIMA",PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO ILLARIMUN (AMANECER),"""http://maps.google.es/?q=-11.9773149%20-77.0810609,INSASU20190912124530.jpg,""",CENTROS MEDICOS ESPECIALIZADOS,DERTOEM@OUTLOOK.COM,-77.0810609,-11.9773149,HTTP://WWW.DIRISLIMANORTE.GOB.PE
00029478,CALLE VIRREYES 205 EL MANZANO VETERINARIA MUNICIPAL DEL RIMAC RIMAC LIMA LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO SAMAY,"""http://maps.google.es/?q=-12.02941578%20-77.02954497,INSASU20210303103311.jpeg,INSASU20210303103416.jpeg,INSASU20210303103423.jpeg,""",CENTROS MEDICOS ESPECIALIZADOS,cynthia18288@gmail.com,-77.02954497,-12.02941578,http://www.dirislimanorte.gob.pe/
00036695,JIRÓN BRIGADIER MATEO PUMACAHUA 1048 1054 FRENTE A RENIEC - SEDE ADMINISTRATIVA JESUS MARIA LIMA LIMA,PUBLICO,CENTRO DE SALUD MENTAL COMUNITARIO JESUS MARIA,"""http://maps.google.es/?q=-12.0727272%20-77.0434574,INSASU20250319122628.jpg,INSASU20250319122631.jpg,INSASU20250319122635.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csmcjesusmaria@dirislimacentro.gob.pe,-77.0434574,-12.0727272,
